permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_origin,route_intersection_origin_x_coords,route_intersection_origin_y_coords,route_intersection_1,route_intersection_1_x_coords,route_intersection_1_y_coords,route_intersection_2,route_intersection_2_x_coords,route_intersection_2_y_coords,route_intersection_3,route_intersection_3_x_coords,route_intersection_3_y_coords,route_intersection_4,route_intersection_4_x_coords,route_intersection_4_y_coords,route_intersection_5,route_intersection_5_x_coords,route_intersection_5_y_coords,route_intersection_6,route_intersection_6_x_coords,route_intersection_6_y_coords,route_intersection_7,route_intersection_7_x_coords,route_intersection_7_y_coords,route_intersection_8,route_intersection_8_x_coords,route_intersection_8_y_coords,route_intersection_9,route_intersection_9_x_coords,route_intersection_9_y_coords,route_intersection_10,route_intersection_10_x_coords,route_intersection_10_y_coords,route_intersection_11,route_intersection_11_x_coords,route_intersection_11_y_coords,route_intersection_12,route_intersection_12_x_coords,route_intersection_12_y_coords,route_intersection_13,route_intersection_13_x_coords,route_intersection_13_y_coords,route_intersection_14,route_intersection_14_x_coords,route_intersection_14_y_coords,route_intersection_15,route_intersection_15_x_coords,route_intersection_15_y_coords,route_intersection_16,route_intersection_16_x_coords,route_intersection_16_y_coords,route_intersection_17,route_intersection_17_x_coords,route_intersection_17_y_coords,route_intersection_18,route_intersection_18_x_coords,route_intersection_18_y_coords
e23-025010,2023,03/30/2023,04/05/2023,MANUFACTURED BUILDING,California,Livermore,North Highlands,* from vasco rd n/b on ramp - 580e - 205e - to eleventh st e/b off ramp * from old us 50/11th st e/b on ramp - 005n - to hood franklin rd e/b off ramp exit 504 * from elk grove blvd w/b on ramp - 005n - to pocket rd exit (meadowview rd e/b off ramp exit 512) * florin rd oc over 99 * south watt ave across 16 * watt ave oc over 50 * watt ave oc over 51(bus 80/cap city fwy) * watt ave oc over 80 *,"vasco rd Livermore, California","vasco rd Livermore, California and I-580",-121.7237955,37.7090292,I-205 AND I-580,-121.566683,37.742415,I-5 AND POCKET RD,-121.5106077,38.4812347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114784,2023,01/01/2023,01/07/2023,EDISON REEL TRUCK,California,Rialto,Arizona S/L & I-10,* from pepper ave s/b on ramp - 010e - to az line 10 exit *,"pepper ave Rialto, California","pepper ave Rialto, California and I-10",-117.3530859,34.0689718,I-10 AND AZ LINE,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-063924,2023,07/27/2023,08/02/2023,Hot Plant,California,Lakeside,Indio,* from slaughter house cyn rd/griffith rd - 067s - 008e - 111n - 078w - 086n - to dillon rd to rte 10 east exit (dillon rd e/b off ramp) *,"slaughter house cyn rd Lakeside, California","slaughter house cyn rd Lakeside, California and SR-67",-116.9428738,32.9068224,I-8 AND SR-67,-116.965450,32.803084,I-8 AND SR-111,-115.501143,32.773791,SR-78 AND SR-111,-115.501324,32.978586,SR-78 AND SR-86,-115.855248,33.125824,SR-86 AND DILLON RD,-116.1813235,33.7078353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000951,2023,01/08/2023,01/14/2023,Manufactured Home SN41947A,California,Or/Ca Line 5,"134 Neptune Ave, Hayward",* from or line 5 - 5s - 505s - 80e - 50e - 5s - 205w - 580w - 680s - 262s (mission blvd) - 880n - to whipple rd exit (whipple rd e/b off ramp exit number 24) *,"or line Or/Ca Line 5, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND I-505,-121.941668,38.849695,I-80 AND I-505,-121.9563057,38.370683,US-50 AND I-80,-121.563162,38.575806,I-5 AND US-50,-121.5108873,38.5682793,I-5 AND I-205,-121.3212098,37.7747996,I-205 AND I-580,-121.566683,37.742415,I-580 AND I-680,-121.922687,37.700955,SR-262 AND I-680,-121.923224,37.495525,SR-262 AND I-880,-121.936932,37.483656,I-880 AND WHIPPLE RD,-122.0666842,37.6068036,,,,,,,,,,,,,,,,,,,,,,,,
e23-000952,2023,01/08/2023,01/14/2023,Manufactured Home SN41947B,California,Or/Ca Line 5,"134 Neptune Ave, Hayward",* from or line 5 - 5s - 505s - 80e - 50e - 5s - 205w - 580w - 680s - 262s (mission blvd) - 880n - to whipple rd exit (whipple rd e/b off ramp exit number 24) *,"or line Or/Ca Line 5, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND I-505,-121.941668,38.849695,I-80 AND I-505,-121.9563057,38.370683,US-50 AND I-80,-121.563162,38.575806,I-5 AND US-50,-121.5108873,38.5682793,I-5 AND I-205,-121.3212098,37.7747996,I-205 AND I-580,-121.566683,37.742415,I-580 AND I-680,-121.922687,37.700955,SR-262 AND I-680,-121.923224,37.495525,SR-262 AND I-880,-121.936932,37.483656,I-880 AND WHIPPLE RD,-122.0666842,37.6068036,,,,,,,,,,,,,,,,,,,,,,,,
e23-021175,2023,03/19/2023,03/25/2023,TEXOMA 800 LT  DRILL RIG   PO#21084,California,San Francisco City,Livermore,* from sloat blvd @ san francisco zoo - 035n - 001s - 280s - 680n - 580e - to vasco rd s/b off ramp *,"sloat blvd San Francisco City, California","sloat blvd San Francisco City, California and SR-35",,,SR-1 AND SR-35,-122.485056,37.668500,SR-1 AND I-280,-122.471388,37.680776,I-280 AND I-680,-121.8589036,37.3352733,I-580 AND I-680,-121.922687,37.700955,I-580 AND VASCO RD,-121.7238159,37.7090655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114858,2023,01/01/2023,01/07/2023,MOBILE OFFICE,California,Az Line I-40,Ceres,* from az line 40 - 040w - 015s - 058w - 099n - 058w - to mohawk st exit (mohawk st) ** from rosedale hwy/sidding rd - 043n - to buttonwillow/mckittrick exit (blue star memorial hwy) ** from tracy ave on ramp - 005n - 132e - to carpenter rd exit (carpenter rd) *,"az line Az Line I-40, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-15 AND I-40,-117.008954,34.886545,I-15 AND SR-58,-117.076548,34.870725,SR-58 AND SR-99,-119.0395304,35.3526592,SR-58 AND SR-99,-119.0395304,35.3526592,I-5 AND SR-132,-121.3430842,37.6377555,SR-132 AND CARPENTER RD,-121.030287,37.644695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114921,2023,01/01/2023,01/07/2023,45T CRANE,California,Fresno,San Luis Obispo,* from jensen ave w/b on ramp - 041s - 046w - 101s - to los osos valley rd exit (los osos valley rd e/b off ramp exit number 200) ** from farmhouse ln - 227s - to crestmont dr exit (crestmont dr) *,"jensen ave Fresno, California","jensen ave Fresno, California and SR-41",-119.7849696,36.7068539,SR-41 AND SR-46,-120.284462,35.734561,SR-46 AND US-101,-120.685089,35.642589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114919,2023,01/01/2023,01/07/2023,TEREX C-1540P CONE CRUSHER,California,Concord,Rancho Cordova,* from railroad ave n/b on ramp - 004w - 680n - 080e - 050e - to sunrise blvd/fair oaks exit (sunrise blvd s/b off ramp exit number 18) *,"railroad ave Concord, California","railroad ave Concord, California and SR-4",-121.8895447,38.0168522,SR-4 AND I-680,-122.069861,37.994566,I-80 AND I-680,-122.1379333,38.2163797,US-50 AND I-80,-121.563162,38.575806,US-50 AND SUNRISE BLVD,-121.2704757,38.6090307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000014,2023,01/02/2023,01/08/2023,LINKBELT RTC 8090 CRANE,California,Wilmington,Long Beach,* from e 223rd st e/b on ramp - 405s - to spring st exit (spring st w/b off ramp exit number 29a) *,"e 223rd st Wilmington, California","e 223rd st Wilmington, California and I-405",-118.2252758,33.8243201,I-405 AND SPRING ST,-118.1616938,33.8116623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-115161,2023,01/02/2023,01/08/2023,Center Fuselage,California,"3250 E Ave M, Palmdale, Ca 93550",Az Line 40,* from ave `m` w/b on ramp - 014n - to business 58 east exit (mojave-barstow hwy (south jct)) ** from mojave-barstow hwy(e jct) n/b on ram - 058e - 015n - 040e - to az line 40 exit *,"ave 3250 E Ave M, Palmdale, Ca 93550, California","ave 3250 E Ave M, Palmdale, Ca 93550, California and SR-14",-118.1533258,34.6457081,SR-14 AND BUSINESS 58 EAST,-118.144380,35.098818,I-15 AND SR-58,-117.076548,34.870725,I-15 AND I-40,-117.008954,34.886545,I-40 AND AZ LINE,-114.4878107,34.7171822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-002798,2023,01/15/2023,01/21/2023,LIGHT RAIL VEHICLE (ALSTOM METRO),California,Lawndale,Mare Island,* from rosecrans ave - 1n to imperial hwy * from imperial hwy n/b onramp - 105e - 605n - 10e - 57n - 210e - 15n - 395n - 58w to fairfax rd s/b offramp * from fairfax rd - 223w - 5n - 580w - 680n - 242n - 4w - 680n - 80w - 37w to mare island exit (walnut ave s/b offramp exit # 17) *,"rosecrans ave Lawndale, California","rosecrans ave Lawndale, California and SR-1",-118.3961858,33.9018679,SR-1 AND I-105,-118.3961351,33.9313854,I-105 AND I-605,-118.1048384,33.9139358,I-10 AND I-605,-118.0000932,34.0650647,I-10 AND SR-57,-117.8065739,34.0651133,SR-57 AND SR-210,-117.8243558,34.1205105,I-15 AND SR-210,-117.495885,34.136374,I-15 AND US-395,-117.402128,34.398855,SR-58 AND US-395,-117.542581,34.9957715,SR-58 AND SR-223,-118.658242,35.264251,I-5 AND SR-223,-119.1629213,35.209104,I-5 AND I-580,-121.340756,37.596558,I-580 AND I-680,-121.922687,37.700955,SR-242 AND I-680,-122.052482,37.958309,SR-4 AND SR-242,-122.0359094,38.0060299,SR-4 AND I-680,-122.069861,37.994566,I-80 AND I-680,-122.1379333,38.2163797,SR-37 AND I-80,-122.2895161,38.1174014,,,
e22-114754,2023,01/01/2023,01/07/2023,2 Tractors End to End Make: CAT Model: 305CR; D1 SN: 5G502071; XKL04246,California,Az Line,"955 Marina Blvd, San Leandro, Ca, 94577",* from az line 40 - 040w - 015s - 058w - 099n - 046w - 005n - 580w - 238n - 880n - to marina blvd exit (marina blvd e/b off ramp exit number 33a) *,"az line Az Line, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-15 AND I-40,-117.008954,34.886545,I-15 AND SR-58,-117.076548,34.870725,SR-58 AND SR-99,-119.0395304,35.3526592,SR-46 AND SR-99,-119.2112125,35.6017319,I-5 AND SR-46,-119.6532836,35.6161199,I-5 AND I-580,-121.340756,37.596558,SR-238 AND I-580,-122.097650,37.690007,SR-238 AND I-880,-122.134700,37.689526,I-880 AND MARINA BLVD,-122.1665987,37.7106532,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114857,2023,01/01/2023,01/07/2023,MODULAR BUILDING,California,Manteca    (787 Spreckles Ave),Corcoran   (1300 Letts Ave),* from yosemite ave e/b on ramp - 099s - 120w - 005s - 198e - to stratford exit (avenal cutoff s/b off ramp) * from jackson ave - 041s - to kansas ave exit (kansas ave) * from kansas ave - 043s - to whitley ave exit (whitley ave) *,"yosemite ave Manteca    (787 Spreckles Ave), California","yosemite ave Manteca    (787 Spreckles Ave), California and SR-99",-121.191303,37.797516,SR-99 AND SR-120,-121.191302,37.797509,I-5 AND SR-120,-121.3018261,37.7887748,I-5 AND SR-198,-120.2439689,36.2543345,SR-43 AND WHITLEY AVE,-119.5458406,36.0980406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114790,2023,01/01/2023,01/07/2023,FIXTURE FOR EMPTY F-19 2ND STAGE ROCKET - non hazmat,California,I-8 & Arizona S/L,Hawthorne,* from az line 8 - 008w - 111n - 078w - 086n - 010w - 215n - 210w - 605s - 105w - to crenshaw blvd exit (crenshaw blvd s/b off ramp exit number 5) *,"az line I-8 & Arizona S/L, California",I-8 and Arizona Line,-114.608218,32.698957,I-8 AND SR-111,-115.501143,32.773791,SR-78 AND SR-111,-115.501324,32.978586,SR-78 AND SR-86,-115.855248,33.125824,I-10 AND SR-86,-116.1932279,33.7178667,I-10 AND I-215,-117.2964956,34.0641924,SR-210 AND I-215,-117.319360,34.144444,SR-210 AND I-605,-117.957446,34.134298,I-105 AND I-605,-118.1048384,33.9139358,I-105 AND CRENSHAW BLVD,-118.3265143,33.9252139,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-029274,2023,04/11/2023,04/17/2023,CAT 637 SCRAPER,California,Carlsbad,Irwindale,* from poinsettia ln w/b on ramp - 005n - to las pulgas rd exit (las pulgas rd e/b off ramp exit number 62) -detour via ramp- from las pulgas rd w/b on ramp - 005n - to state college blvd exit (state college blvd w/b off ramp exit number 107c) - from state college blvd w/b on ramp - 005s - 022w - 405n - 605n - to lower azusa rd exit (lower azusa rd e/b off ramp) *,"poinsettia ln Carlsbad, California","poinsettia ln Carlsbad, California and I-5",-117.3105525,33.1034129,I-5 AND SR-22,-117.8769603,33.7788598,SR-22 AND I-405,-118.085186,33.774544,I-405 AND I-605,-118.0938338,33.7863509,I-605 AND LOWER AZUSA RD,-117.9917519,34.0918114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001739,2023,01/12/2023,01/18/2023,(1) EMPTY WATER TANK,California,Hanford,Fort Bragg,* from 11th ave n/b on ramp - 198w - 5n - 580w - 680n - 780w - 80e - 37w - 101n - 175e to east side rd(east jct) / old river rd exit (east side rd(east jct)) * from sanford ranch rd/old river rd - 222w - 101n - 020w - 1n to mill creek dr exit *,"11th ave Hanford, California","11th ave Hanford, California and SR-198",-119.6550819,36.3213196,I-5 AND SR-198,-120.2439689,36.2543345,I-5 AND I-580,-121.340756,37.596558,I-580 AND I-680,-121.922687,37.700955,I-680 AND SR-780,-122.1304573,38.0510052,I-80 AND SR-780,-122.2304448,38.091502,SR-37 AND I-80,-122.2168017,38.1454187,SR-37 AND US-101,-122.5459499,38.0798641,US-101 AND SR-175,-123.116552,38.971239,US-101 AND SR-222,-123.195730,39.135921,SR-20 AND US-101,-123.206635,39.240908,,,,,,,,,,,,,,,,,,,,,,,,
e22-115097,2023,01/02/2023,01/08/2023,TRAILER MOUNTED GUPPY,California,Hesperia,Victorville,* from 3 flags rd - 395s - to joshua st exit (joshua st) * from joshua st e/b on ramp - 15n - to rte 18  apple valley exit ('d' st w/b off ramp exit 153a) *,"3 flags rd Hesperia, California","3 flags rd Hesperia, California and US-395",-117.3991953,34.4102256,I-15 AND SR-18,-117.3005492,34.5450974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000824,2023,01/05/2023,01/11/2023,CAT D8 DOZER,California,Rancho Bernardo,Lakeside,* from camino del norte e/b on ramp - 015s - 052e - 067n - to mapleview st exit (mapleview st/lake jennings park rd) *,"camino del norte e Rancho Bernardo, California","camino del norte e Rancho Bernardo, California and I-15",-117.0832461,32.9978623,I-15 AND SR-52,-117.120651,32.841860,SR-52 AND SR-67,-116.962491,32.8322913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114817,2023,01/01/2023,01/07/2023,Liebherr L-18 Drill (9P8),California,Los Angeles,Lodi,* from paxton st s/b on ramp - 210w - 005n - to templin highway exit (templin highway e/b off ramp exit number 183) - detour via ramps - from templin highway w/b on ramp - 005n - 099n - to rte 12 west/fairfield/kettleman lane exit (kettleman lane e/b off ramp exit number 264b) *,"paxton st Los Angeles, California","paxton st Los Angeles, California and SR-210",-118.406983,34.2875554,I-5 AND SR-210,-118.4903133,34.3159777,I-5 AND TEMPLIN HIGHWAY,-118.687859,34.569665,TEMPLIN HIGHWAY AND I-5,-118.687889,34.569674,I-5 AND SR-99,-118.954452,35.013687,SR-12 AND SR-99,-121.2578895,38.1162481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001576,2023,01/09/2023,01/15/2023,"UNLADEN W/DUNNAGE, RIGGING & PILOT CAR",California,Lakeside,State Line,* from scripps poway pkwy / rio maria rd - 067s - 052w - 015n - 395n - 006e - to nv line *,"scripps poway pkwy Lakeside, California","scripps poway pkwy Lakeside, California and SR-67",-116.9691209,32.9548842,SR-52 AND SR-67,-116.962491,32.8322913,I-15 AND SR-52,-117.120651,32.841860,I-15 AND US-395,-117.402128,34.398855,US-6 AND US-395,-118.395565,37.374158,US-6 AND NV LINE,-118.4356613,37.9009122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001573,2023,01/09/2023,01/15/2023,"UNLADEN W/DUNNAGE, RIGGING & PILOT CAR",California,Lakeside,State Line,* from scripps poway pkwy / rio maria rd - 067s - 052w - 015n - 058w - 395n - 006e - to nv line *,"scripps poway pkwy Lakeside, California","scripps poway pkwy Lakeside, California and SR-67",-116.9691209,32.9548842,SR-52 AND SR-67,-116.962491,32.8322913,I-15 AND SR-52,-117.120651,32.841860,I-15 AND SR-58,-117.076548,34.870725,SR-58 AND US-395,-117.542581,34.9957715,US-6 AND US-395,-118.395565,37.374158,US-6 AND NV LINE,-118.4356613,37.9009122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-115076,2023,01/02/2023,01/08/2023,113' CONCRETE PILE,California,Antioch,San Pedro,* from wilbur ave e/b on ramp - 160s - 4w - 242s - 680s - 580e - 5s - to templin highway exit (templin highway w/b off ramp exit 183) - detour via ramps-  from templin highway e/b on ramp - 5s - 405s - 110s - 47n - to navy way exit (navy way) *,"wilbur ave Antioch, California","wilbur ave Antioch, California and SR-160",-121.7521099,38.012224,SR-4 AND SR-160,-121.7572058,37.9908358,SR-4 AND SR-242,-122.0359094,38.0060299,SR-242 AND I-680,-122.052482,37.958309,I-580 AND I-680,-121.922687,37.700955,I-5 AND I-580,-121.340756,37.596558,I-5 AND TEMPLIN HIGHWAY,-118.687859,34.569665,TEMPLIN HIGHWAY AND I-5,-118.687889,34.569674,I-5 AND I-405,-117.7303127,33.6389622,SR-110 AND I-405,-118.284690,33.856914,SR-47 AND SR-110,-118.2907046,33.7492427,SR-47 AND NAVY WAY,-118.251778,33.753899,,,,,,,,,,,,,,,,,,,,,
e22-114880,2023,01/01/2023,01/07/2023,JAW CRUSHER,California,Mojave,Bakersfield,* from silver queen rd w/b on ramp - 14n - 58w - 99n - 58w - to gibson st exit (gibson st) *,"silver queen rd Mojave, California","silver queen rd Mojave, California and SR-14",-118.1597816,34.9953941,SR-14 AND SR-58,-118.1721488,35.0477644,SR-58 AND SR-99,-119.0395304,35.3526592,SR-58 AND SR-99,-119.0395304,35.3526592,SR-58 AND GIBSON ST,-119.0520854,35.3831744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114918,2023,01/01/2023,01/07/2023,BUILDING FACADE,California,Az Line,Irvine,* from az line 8 - 008w - 111n - 078w - 086n - 010w - 060w - 215n - 091w - 055s - 073s - to jamboree rd exit (jamboree rd e/b off ramp exit number 15) *,"az line Az Line, California",I-8 and Arizona Line,-114.608218,32.698957,I-8 AND SR-111,-115.501143,32.773791,SR-78 AND SR-111,-115.501324,32.978586,SR-78 AND SR-86,-115.855248,33.125824,I-10 AND SR-86,-116.1932279,33.7178667,I-10 AND SR-60,-116.9884664,33.9323636,SR-60 AND I-215,-117.357307,33.993341,SR-91 AND I-215,-117.357312,33.993388,SR-55 AND SR-91,-117.828515,33.844113,SR-55 AND SR-73,-117.8862283,33.6733476,SR-73 AND JAMBOREE RD,-117.8649513,33.6553919,,,,,,,,,,,,,,,,,,,,,,,,
e22-114776,2023,01/01/2023,01/07/2023,CAT 730 DUMP TRUCK,California,Port Heneme,Nv State Line,* from vineyard ave e/b on ramp - 101s - 134e - 210e - 015n - to nv line 15 exit *,"vineyard ave Port Heneme, California","vineyard ave Port Heneme, California and US-101",-119.1732408,34.2318695,US-101 AND SR-134,-118.376905,34.153599,SR-134 AND SR-210,-118.155405,34.149743,I-15 AND SR-210,-117.495885,34.136374,I-15 AND NV LINE,-115.392266,35.6048034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000191,2023,01/04/2023,01/10/2023,EMPTY CRATE FOR SOLAR PANELS,California,San Jose,Watsonville,* from oakland rd e/b on ramp - 101s - 156w - 183n - 001n - to green valley rd exit (green valley rd e/b off ramp) *,"oakland rd San Jose, California","oakland rd San Jose, California and US-101",-121.8915195,37.3630495,US-101 AND SR-156,-121.580293,36.861684,SR-156 AND SR-183,-121.752284,36.761461,SR-1 AND SR-183,-121.765394,36.770867,SR-1 AND GREEN VALLEY RD,-121.785388,36.915226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114757,2023,01/01/2023,01/07/2023,JD FIELD CULTIVATOR 2230,California,Nv Line,1505 Bolsa Road Gilroy Ca,* from nv line 80 - 080w - 680s - 101s - 025s - to bolsa rd exit (bolsa rd) *,"nv line Nv Line, California",I-80 and Nevada Line,-120.0029073,39.4681518,I-80 AND I-680,-122.1379333,38.2163797,US-101 AND I-680,-121.851952,37.339616,SR-25 AND US-101,-121.5510535,36.9611334,SR-25 AND BOLSA RD,-121.5230848,36.9504636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114824,2023,01/01/2023,01/07/2023,PA550HW DC SYSTEM,California,Az Line 40,San Jose,* from az line 40 - 40w - 15s - 58w - 99n - 46w - 5n - 152w - 156w - 25n - 101n - 880n - to gish rd e/b off ramp exit 4d *,"az line Az Line 40, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-15 AND I-40,-117.008954,34.886545,I-15 AND SR-58,-117.076548,34.870725,SR-58 AND SR-99,-119.0395304,35.3526592,SR-46 AND SR-99,-119.2112125,35.6017319,I-5 AND SR-46,-119.6532836,35.6161199,I-5 AND SR-152,-120.9698301,37.0566575,SR-152 AND SR-156,-121.383513,36.968183,SR-25 AND SR-156,-121.4272778,36.8954298,SR-25 AND US-101,-121.5510535,36.9611334,US-101 AND I-880,-121.901850,37.364156,I-880 AND GISH RD,-121.899838,37.3680506,,,,,,,,,,,,,,,,,,,,,
e22-114816,2023,01/01/2023,01/07/2023,CYLINDER STRUCTURE,California,Pomona,Rancho Cucamonga,* from dudley st n/b on ramp - 10e - to haven ave n/b off ramp exit *,"dudley st Pomona, California","dudley st Pomona, California and I-10",-117.7783432,34.0728838,I-10 AND HAVEN AVE,-117.5758004,34.0674599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-048753,2023,06/09/2023,06/15/2023,TRACK CRUSHER W/ATTACHMENTS,California,Otay Mesa,Perris,* from enrico fermi dr n/b on ramp - 11w - 905w - 805n - 5n - 76e - 15n - 215n - 74e - to watson rd *,"enrico fermi dr Otay Mesa, California","enrico fermi dr Otay Mesa, California and SR-11",-116.9279141,32.5637075,SR-11 AND SR-905,-116.948392,32.564100,I-805 AND SR-905,-117.0406132,32.5681478,I-5 AND I-805,-117.040268,32.549777,I-5 AND SR-76,-117.3830207,33.2044458,I-15 AND SR-76,-117.383127,33.204713,I-15 AND I-215,-117.408750,34.223824,SR-74 AND I-215,-117.189327,33.754840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-115030,2023,01/01/2023,01/07/2023,Belt Press,California,Byron,Porterville,* from mountain house pkwy s/b on ramp - 205e - 5n - 120e - 99s - 137e - 65s - to henderson ave w/b off ramp exit # 45 *,"mountain house pkwy Byron, California","mountain house pkwy Byron, California and I-205",-121.5316411,37.7424816,I-5 AND I-205,-121.3212098,37.7747996,I-5 AND SR-120,-121.3018261,37.7887748,SR-99 AND SR-120,-121.191302,37.797509,SR-99 AND SR-137,-119.328591,36.210577,SR-65 AND SR-137,-119.136178,36.210821,SR-65 AND HENDERSON AVE,-119.0393116,36.0804408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-115025,2023,01/01/2023,01/07/2023,Cat 836 Compactor,California,Pittsburg,Livermore,* from bailey rd n/b on ramp - 4e - to vasco rd exit *,"bailey rd Pittsburg, California","bailey rd Pittsburg, California and SR-4",-121.9419457,38.0188672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-115038,2023,01/01/2023,01/07/2023,DRILL RIG - UNIT 211,California,Bakersfield,Bakersfield,* from rosedale hwy/sidding rd - 43s - 5s - 166w - to old river rd exit *,"rosedale hwy Bakersfield, California","rosedale hwy Bakersfield, California and SR-43",-119.2520383,35.3834705,I-5 AND SR-43,-119.2525845,35.2930485,I-5 AND SR-166,-118.999200,35.059332,SR-166 AND OLD RIVER RD,-119.138789,35.058785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-115037,2023,01/01/2023,01/07/2023,HPU - UNIT 212,California,Bakersfield,Bakersfield,* from rosedale hwy/sidding rd - 43s - 5s - 166w - to old river rd exit *,"rosedale hwy Bakersfield, California","rosedale hwy Bakersfield, California and SR-43",-119.2520383,35.3834705,I-5 AND SR-43,-119.2525845,35.2930485,I-5 AND SR-166,-118.999200,35.059332,SR-166 AND OLD RIVER RD,-119.138789,35.058785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
